"Data generated on Thursday, August 6, 2026 at 12:52:14 AM EST"
Area/Partners of Destination,,,,,January 2024 - December 2024
And Commodities Exported,,,,,Quantities/Values in Thousands of Dollars
,,,,,,,January,January,February,February,March,March,April,April,May,May,June,June,July,July,August,August,September,September,October,October,November,November,December,December,Total,Total,
,Partner,,HS Code,Product,Year,UOM,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Reporter Code,Partner Code,Product Code,
"1.10","Guatemala","1","1507904020","SOY OIL ONC-RFND","2024-2024","MT","0","0.0","0","0.0","5","1.9","12","4.8","29","40.0","0","0.0","0","0.0","9","3.8","4","1.9","4","1.9","4","1.9","0","0.0","67","56.2","US","GT","1507904020",
"1.11","Guyana","1","1507904020","SOY OIL ONC-RFND","2024-2024","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","30","42.5","0","0.0","0","0.0","0","0.0","30","42.5","US","GY","1507904020",
"1.12","Honduras","1","1507904020","SOY OIL ONC-RFND","2024-2024","MT","0","0.0","0","0.0","0","0.0","0","0.0","5","1.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5","1.9","US","HO","1507904020",
"1.13","Jamaica","1","1507904020","SOY OIL ONC-RFND","2024-2024","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","14","19.8","0","0.0","0","0.0","0","0.0","14","19.8","US","JM","1507904020",
"1.14","Kuwait","1","1507904020","SOY OIL ONC-RFND","2024-2024","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","46","63.8","0","0.0","0","0.0","0","0.0","0","0.0","46","63.8","US","KU","1507904020",
"1.15","Lebanon","1","1507904020","SOY OIL ONC-RFND","2024-2024","MT","0","0.0","39","31.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","39","31.0","US","LE","1507904020",
"1.16","Netherlands Antilles(*)","1","1507904020","SOY OIL ONC-RFND","2024-2024","MT","5","1.9","5","1.9","15","5.7","19","19.2","12","4.8","12","4.8","4","1.9","30","13.3","11","4.8","11","4.8","22","24.3","0","0.0","145","87.3","US","NT","1507904020",
"1.17","Trinidad and Tobago","1","1507904020","SOY OIL ONC-RFND","2024-2024","MT","0","0.0","0","0.0","0","0.0","0","0.0","9","3.8","0","0.0","4","1.9","8","3.8","4","1.9","0","0.0","0","0.0","0","0.0","27","11.4","US","TD","1507904020",
"1.18","Leeward-Windward Islands(*)","1","1507904020","SOY OIL ONC-RFND","2024-2024","MT","6","8.8","0","0.0","0","0.0","0","0.0","7","7.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","14","15.8","US","Y1","1507904020",
"","Grand Total","","","","","MT","245","322.5","55","37.4","156","156.3","65","47.3","65","58.4","23","9.5","62","73.9","120","114.5","168","201.7","73","68.1","77","90.2","1,103","1,071.9","2,213","2,251.9",
"Notes:"
"1. Data Source: U.S. Census Bureau Trade Data"
"2. FAS Totals include all Agricultural commodities and FAS selected NONAG commodity items."
"3. (*) denotes a country that is a summarization of its component countries."
"4. Users should use cautious interpretation on QUANTITY reports using mixed units of measure. QUANTITY line items will only include statistics on the units of measure that are equal to, or are able to be converted to, the assigned unit of measure of the grouped commodities."
"5. Product Group : FAS"
