"Data generated on Wednesday, August 5, 2026 at 10:28:02 PM EST"
Area/Partners of Destination,,,,,January 2011 - December 2011
And Commodities Exported,,,,,Quantities/Values in Thousands of Dollars
,,,,,,January,January,February,February,March,March,April,April,May,May,June,June,July,July,August,August,September,September,October,October,November,November,December,December,Total,Total,,,
,Partner,,Product,Year,UOM,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Period/Period %  Change (Value),Period/Period %  Change (Qty),Reporter Code,Partner Code,Product Code,
"1.17","Congo (Kinshasa)","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","88","55.8","88","55.8","","","US","CG","0226AT",
"1.18","Indonesia","1","Soybean Oil","2011-2011","MT","31","16.8","6","2.5","124","73.9","69","38.3","4","1.5","42","19.9","65","35.8","49","23.6","44","24.1","30","16.8","43","20.2","86","44.4","593","317.7","102","120","US","ID","0226AT",
"1.19","Cayman Islands","1","Soybean Oil","2011-2011","MT","7","4.0","0","0.0","39","24.1","7","3.4","6","2.3","52","28.0","7","2.8","4","1.7","50","27.6","8","3.6","20","10.0","56","33.0","255","140.5","184","229","US","CJ","0226AT",
"1.20","Lebanon","1","Soybean Oil","2011-2011","MT","0","0.0","29","16.5","12","8.9","97","67.4","49","29.8","46","50.5","98","60.3","66","39.9","58","80.6","33","19.6","96","72.4","56","77.7","640","523.6","-42","7","US","LE","0226AT",
"1.21","Hong Kong","1","Soybean Oil","2011-2011","MT","33","19.1","4,172","3,168.7","50","28.9","34","19.1","42","24.5","20","10.3","56","30.9","75","42.8","22","10.3","42","21.7","15","9.9","50","29.0","4,610","3,414.9","242","192","US","HK","0226AT",
"1.22","Bermuda","1","Soybean Oil","2011-2011","MT","0","0.0","15","4.2","40","19.8","13","7.6","45","27.2","33","15.3","47","25.3","56","32.6","54","33.0","36","15.3","79","39.3","47","24.2","464","243.8","-41","-38","US","BD","0226AT",
"1.23","United Arab Emirates","1","Soybean Oil","2011-2011","MT","129","80.6","79","40.3","215","131.5","105","59.4","143","86.1","227","131.7","89","47.6","126","58.5","72","43.0","124","68.6","40","16.3","35","20.2","1,385","783.9","-12","24","US","AE","0226AT",
"1.24","Korea, South","1","Soybean Oil","2011-2011","MT","0","0.0","17,878","14,165.7","496","356.6","31","42.7","0","0.0","8","1.6","4","2.1","41","21.4","3","1.6","3","1.3","51","23.4","29","40.8","18,545","14,657.2","-43","74","US","KS","0226AT",
"1.25","Kuwait","1","Soybean Oil","2011-2011","MT","37","31.1","113","77.1","2,019","1,572.6","73","40.6","0","0.0","121","68.9","0","0.0","25","16.1","70","43.0","42","22.9","77","43.0","29","20.2","2,606","1,935.7","-63","-53","US","KU","0226AT",
"1.26","Guyana","1","Soybean Oil","2011-2011","MT","16","9.1","0","0.0","0","0.0","3","1.7","17","8.6","29","14.7","7","3.3","0","0.0","14","6.8","22","10.8","39","24.0","23","8.8","168","87.9","-41","-63","US","GY","0226AT",
"1.27","Dominican Republic","1","Soybean Oil","2011-2011","MT","14,145","12,249.4","17,018","13,661.4","17,185","13,224.2","3,944","3,160.5","40","25.3","4,499","2,626.5","4,052","3,234.5","5,429","4,312.8","27","9.3","30","16.5","4,890","4,130.5","22","10.2","71,281","56,661.1","-100","-100","US","DR","0226AT",
"1.28","Leeward-Windward Islands(*)","1","Soybean Oil","2011-2011","MT","7","2.9","61","35.0","19","9.3","25","11.1","69","40.3","28","14.5","30","14.5","4","2.1","47","33.9","30","17.5","40","22.0","20","13.5","380","216.4","-51","-39","US","Y1","0226AT",
"1.29","Iceland","1","Soybean Oil","2011-2011","MT","13","8.5","0","0.0","13","18.8","9","3.7","10","5.2","4","2.1","0","0.0","21","11.2","32","15.8","9","4.4","14","6.7","17","7.3","141","83.6","20","8","US","IC","0226AT",
"1.30","Thailand","1","Soybean Oil","2011-2011","MT","11","4.4","0","0.0","0","0.0","0","0.0","14","4.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","13","3.9","15","21.3","53","34.2","19","442","US","TH","0226AT",
"1.31","Peru","1","Soybean Oil","2011-2011","MT","28,900","23,998.9","7,468","5,999.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","14","3.6","36,382","30,002.3","","","US","PE","0226AT",
"1.32","Honduras","1","Soybean Oil","2011-2011","MT","3","1.1","26","15.4","3","1.0","31","24.8","18","21.0","38","18.2","0","0.0","23","17.8","14","16.8","37","38.0","3","1.0","14","7.3","211","162.5","404","620","US","HO","0226AT",
"1.33","El Salvador","1","Soybean Oil","2011-2011","MT","2,311","1,807.3","1,639","1,301.3","400","308.0","1,820","1,407.9","16","5.8","976","759.3","783","612.3","1,368","1,099.0","42","17.2","1,669","1,410.2","40","13.8","13","5.0","11,076","8,747.0","-68","-64","US","ES","0226AT",
"1.34","Spain","1","Soybean Oil","2011-2011","MT","11","5.2","267","109.5","0","0.0","5","3.2","134","51.6","0","0.0","223","91.3","0","0.0","0","0.0","0","0.0","0","0.0","11","6.5","650","267.3","","","US","SP","0226AT",
"1.35","India","1","Soybean Oil","2011-2011","MT","27","31.2","7","1.6","0","0.0","5","0.8","0","0.0","21","6.4","0","0.0","16","6.1","3","1.1","0","0.0","14","5.2","8","1.3","100","53.8","-39","-74","US","IN","0226AT",
"1.36","Jordan","1","Soybean Oil","2011-2011","MT","41","22.9","0","0.0","45","22.9","44","22.9","43","22.9","0","0.0","0","0.0","43","22.9","0","0.0","0","0.0","0","0.0","7","0.4","223","114.7","","","US","JO","0226AT",
"1.37","Netherlands","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","3","1.4","7","4.4","0","0.0","0","0.0","49","21.7","21","9.0","26","11.1","4","1.9","111","49.5","-83","-83","US","NL","0226AT",
"1.38","Costa Rica","1","Soybean Oil","2011-2011","MT","15","16.8","23","21.2","29","33.9","1,289","1,023.4","17","9.6","15","8.1","26","19.8","0","0.0","5","1.4","0","0.0","19","8.6","4","0.7","1,441","1,143.6","-79","-91","US","CS","0226AT",
"1.39","Malaysia","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","3","1.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","1.5","7","3.0","","","US","MY","0226AT",
"1.40","Afghanistan","1","Soybean Oil","2011-2011","MT","646","500.0","0","0.0","4,932","3,100.0","2,537","1,399.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,115","4,999.1","","","US","AF","0226AT",
"1.41","Algeria","1","Soybean Oil","2011-2011","MT","4,561","4,000.0","35,921","30,213.1","14,005","10,999.9","5,529","4,150.0","0","0.0","6,764","5,499.9","0","0.0","5,133","3,997.9","0","0.0","0","0.0","0","0.0","0","0.0","71,914","58,860.7","","","US","AG","0226AT",
"1.42","Bahrain","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","31","17.4","0","0.0","0","0.0","0","0.0","3","1.6","0","0.0","0","0.0","3","1.6","0","0.0","0","0.0","37","20.6","","","US","BA","0226AT",
"1.43","Bangladesh","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","1,161","730.0","0","0.0","603","380.0","0","0.0","2,003","1,250.0","0","0.0","481","242.6","16","7.9","567","318.7","0","0.0","4,832","2,929.2","","","US","BG","0226AT",
"1.44","Bolivia","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","240","214.5","0","0.0","0","0.0","240","214.5","","","US","BL","0226AT",
"1.45","Brazil","1","Soybean Oil","2011-2011","MT","13","10.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","0.4","0","0.0","0","0.0","0","0.0","16","10.5","","","US","BR","0226AT",
"1.46","Brunei","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","5","2.4","6","2.7","0","0.0","0","0.0","3","1.2","4","1.7","0","0.0","0","0.0","17","8.0","","","US","BX","0226AT",
"1.47","China","1","Soybean Oil","2011-2011","MT","25,985","21,134.4","49","29.2","51,846","41,012.2","135","56.0","72","34.9","131","69.5","101","57.4","13","3.3","50,295","40,032.2","82","40.4","7","1.5","0","0.0","128,717","102,471.0","","","US","CH","0226AT",
"1.48","Chile","1","Soybean Oil","2011-2011","MT","0","0.0","27","10.9","4","3.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15","8.6","0","0.0","46","22.8","","","US","CI","0226AT",
"1.49","Colombia","1","Soybean Oil","2011-2011","MT","9,961","9,284.8","21,458","16,538.2","21,771","16,998.4","6,069","5,699.8","170","106.6","5,180","4,139.8","6,370","5,076.6","6,255","4,956.2","36","23.4","30","13.2","109","46.7","0","0.0","77,411","62,883.6","","","US","CO","0226AT",
"1.50","Denmark","1","Soybean Oil","2011-2011","MT","3","1.9","9","2.3","0","0.0","7","4.2","10","6.2","7","4.4","7","4.3","6","4.0","0","0.0","0","0.0","0","0.0","0","0.0","49","27.2","","","US","D1","0226AT",
"1.51","Ecuador","1","Soybean Oil","2011-2011","MT","7,819","6,704.1","0","0.0","2,474","1,999.8","4","1.7","3","2.0","3","1.9","0","0.0","0","0.0","9","10.6","0","0.0","5","2.0","0","0.0","10,317","8,722.1","","","US","EC","0226AT",
"1.52","Equatorial Guinea","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","3","1.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","1.3","","","US","EK","0226AT",
"1.53","Germany","1","Soybean Oil","2011-2011","MT","3","0.8","3","0.8","0","0.0","6","1.6","10","2.4","6","1.6","0","0.0","5","7.6","0","0.0","0","0.0","0","0.0","0","0.0","35","14.8","","","US","GM","0226AT",
"1.54","Haiti","1","Soybean Oil","2011-2011","MT","0","0.0","2,662","2,249.9","0","0.0","0","0.0","4,987","3,749.9","1,952","1,408.9","0","0.0","0","0.0","230","156.3","0","0.0","0","0.0","0","0.0","9,832","7,565.0","","","US","HA","0226AT",
"1.55","Israel(*)","1","Soybean Oil","2011-2011","MT","18","7.4","1,198","1,025.8","9","3.7","0","0.0","1,982","1,503.7","0","0.0","18","7.4","0","0.0","18","6.9","0","0.0","0","0.0","0","0.0","3,243","2,554.8","","","US","IS","0226AT",
"1.56","Italy(*)","1","Soybean Oil","2011-2011","MT","3","2.2","9","2.9","3","2.2","20","12.6","22","11.1","29","14.6","48","20.5","30","16.0","27","15.5","15","2.0","0","0.0","0","0.0","207","99.7","","","US","IT","0226AT",
"1.57","Jamaica","1","Soybean Oil","2011-2011","MT","0","0.0","3,825","2,999.6","38","20.6","3,726","3,001.0","3,714","2,999.8","4,864","3,999.7","0","0.0","4,090","3,159.4","4","1.9","4,984","3,999.8","0","0.0","0","0.0","25,245","20,181.8","","","US","JM","0226AT",
"1.58","Kazakhstan","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","1.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","1.3","","","US","KZ","0226AT",
"1.59","Liberia","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","536","260.0","0","0.0","266","152.4","606","347.6","0","0.0","0","0.0","0","0.0","1,407","760.0","","","US","LI","0226AT",
"1.60","Malawi","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1,301","1,000.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1,301","1,000.0","","","US","MI","0226AT",
"1.61","Nigeria","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","8.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","8.4","","","US","NI","0226AT",
"1.62","Norway(*)","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","32","0.3","0","0.0","32","0.3","","","US","NO","0226AT",
"1.63","Nicaragua","1","Soybean Oil","2011-2011","MT","4,693","4,048.9","2,546","1,999.7","2,578","2,000.0","4,913","3,997.8","2,458","1,997.0","1,799","1,399.8","3,478","2,799.0","3,517","2,798.2","1,262","1,019.9","6,783","5,539.1","0","0.0","0","0.0","34,028","27,599.4","","","US","NU","0226AT",
"1.64","New Zealand(*)","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10","3.3","0","0.0","15","5.4","0","0.0","0","0.0","0","0.0","24","8.7","","","US","NZ","0226AT",
"1.65","Pakistan","1","Soybean Oil","2011-2011","MT","27,023","20,900.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","27,023","20,900.0","","","US","PK","0226AT",
"1.66","Poland","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","11","2.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","0.6","0","0.0","0","0.0","14","3.3","","","US","PL","0226AT",
"1.67","Qatar","1","Soybean Oil","2011-2011","MT","0","0.0","21","14.4","0","0.0","0","0.0","0","0.0","0","0.0","3","1.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","25","16.3","","","US","QA","0226AT",
"1.68","Saudi Arabia","1","Soybean Oil","2011-2011","MT","86","61.3","182","125.1","2,140","1,608.7","44","26.2","0","0.0","25","15.2","28","38.7","26","15.9","0","0.0","26","15.9","696","541.3","0","0.0","3,253","2,448.4","","","US","SA","0226AT",
"1.69","South Africa","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9","3.5","113","45.0","131","44.1","52","18.0","0","0.0","0","0.0","0","0.0","304","110.6","","","US","SF","0226AT",
"1.70","Sweden","1","Soybean Oil","2011-2011","MT","0","0.0","3","2.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","2.2","","","US","SW","0226AT",
"1.71","Turks and Caicos Islands","1","Soybean Oil","2011-2011","MT","8","3.6","0","0.0","0","0.0","4","1.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11","5.5","","","US","TK","0226AT",
"1.72","Turkey","1","Soybean Oil","2011-2011","MT","29","14.8","1,370","1,023.4","0","0.0","32","13.9","62","26.0","53","23.1","0","0.0","45","18.4","0","0.0","1,212","999.9","0","0.0","0","0.0","2,803","2,119.6","","","US","TU","0226AT",
"1.73","Taiwan","1","Soybean Oil","2011-2011","MT","31","12.2","0","0.0","0","0.0","70","24.3","31","11.0","35","12.2","26","15.9","0","0.0","13","1.2","30","12.2","82","33.2","0","0.0","317","122.1","","","US","TW","0226AT",
"1.74","Uganda","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","317","530.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","317","530.0","","","US","UG","0226AT",
"1.75","United Kingdom","1","Soybean Oil","2011-2011","MT","0","0.0","44","18.1","0","0.0","17","16.2","39","14.1","0","0.0","0","0.0","4","1.7","10","1.9","25","10.3","25","10.3","0","0.0","162","72.8","","","US","UK","0226AT",
"1.76","Samoa","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8","4.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8","4.2","","","US","WS","0226AT",
"1.77","French West Indies(*)","1","Soybean Oil","2011-2011","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7","4.2","0","0.0","7","4.2","","","US","Y2","0226AT",
"","Grand Total","","","","MT","255,983","211,491.7","172,132","136,624.5","192,770","149,752.8","107,980","85,536.7","55,169","41,589.0","76,823","58,827.9","70,513","54,414.0","68,020","51,989.7","131,279","101,407.4","46,196","35,381.1","59,835","48,885.8","35,139","27,025.0","1,271,841","1,002,925.5","-86","-87",
"Notes:"
"1. Data Source: U.S. Census Bureau Trade Data"
"2. (*) denotes a country that is a summarization of its component countries."
"3. Users should use cautious interpretation on QUANTITY reports using mixed units of measure. QUANTITY line items will only include statistics on the units of measure that are equal to, or are able to be converted to, the assigned unit of measure of the grouped commodities."
"4. Product Group : FAS &#40;Agricultural&#41;"
