"Data generated on Thursday, August 6, 2026 at 12:54:50 AM EST"
Area/Partners of Destination,,,,,January 2019 - December 2019
And Commodities Exported,,,,,Quantities/Values in Thousands of Dollars
,,,,,,,January,January,February,February,March,March,April,April,May,May,June,June,July,July,August,August,September,September,October,October,November,November,December,December,Total,Total,
,Partner,,HS Code,Product,Year,UOM,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Reporter Code,Partner Code,Product Code,
"1.11","Italy(*)","1","1507904020","SOY OIL ONC-RFND","2019-2019","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4","2.4","7","9.2","13","5.6","21","17.6","4","3.2","0","0.0","0","0.0","49","38.0","US","IT","1507904020",
"1.12","Jordan","1","1507904020","SOY OIL ONC-RFND","2019-2019","MT","55","50.8","0","0.0","15","24.0","53","67.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4","1.4","0","0.0","0","0.0","127","143.6","US","JO","1507904020",
"1.13","Korea, South","1","1507904020","SOY OIL ONC-RFND","2019-2019","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","38","52.4","0","0.0","0","0.0","0","0.0","0","0.0","38","52.4","US","KS","1507904020",
"1.14","Lebanon","1","1507904020","SOY OIL ONC-RFND","2019-2019","MT","51","49.9","17","15.9","52","49.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","120","115.8","US","LE","1507904020",
"1.15","Netherlands Antilles(*)","1","1507904020","SOY OIL ONC-RFND","2019-2019","MT","0","0.0","0","0.0","0","0.0","4","1.0","20","17.4","0","0.0","0","0.0","0","0.0","0","0.0","4","3.8","0","0.0","0","0.0","28","22.1","US","NT","1507904020",
"1.16","Saudi Arabia","1","1507904020","SOY OIL ONC-RFND","2019-2019","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","0.9","0","0.0","0","0.0","0","0.0","3","0.9","0","0.0","6","1.9","US","SA","1507904020",
"1.17","Spain","1","1507904020","SOY OIL ONC-RFND","2019-2019","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","3.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","3.7","US","SP","1507904020",
"1.18","Trinidad and Tobago","1","1507904020","SOY OIL ONC-RFND","2019-2019","MT","0","0.0","0","0.0","21","29.4","45","49.8","0","0.0","22","24.9","22","24.9","22","24.9","0","0.0","22","24.9","122","124.5","0","0.0","276","303.3","US","TD","1507904020",
"1.19","Venezuela","1","1507904020","SOY OIL ONC-RFND","2019-2019","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9","2.9","0","0.0","0","0.0","9","2.9","US","VE","1507904020",
"1.20","Leeward-Windward Islands(*)","1","1507904020","SOY OIL ONC-RFND","2019-2019","MT","0","0.0","0","0.0","0","0.0","0","0.0","3","2.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","2.3","US","Y1","1507904020",
"","Grand Total","","","","","MT","184","169.4","75","74.3","113","129.0","188","235.7","92","81.7","109","113.4","61","60.6","168","176.7","107","96.4","95","105.6","170","168.1","30","26.6","1,391","1,437.6",
"Notes:"
"1. Data Source: U.S. Census Bureau Trade Data"
"2. FAS Totals include all Agricultural commodities and FAS selected NONAG commodity items."
"3. (*) denotes a country that is a summarization of its component countries."
"4. Users should use cautious interpretation on QUANTITY reports using mixed units of measure. QUANTITY line items will only include statistics on the units of measure that are equal to, or are able to be converted to, the assigned unit of measure of the grouped commodities."
"5. Product Group : FAS"
