"Data generated on Wednesday, August 5, 2026 at 10:30:53 PM EST"
Area/Partners of Destination,,,,,January 2016 - December 2016
And Commodities Exported,,,,,Quantities/Values in Thousands of Dollars
,,,,,,January,January,February,February,March,March,April,April,May,May,June,June,July,July,August,August,September,September,October,October,November,November,December,December,Total,Total,,,
,Partner,,Product,Year,UOM,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Period/Period %  Change (Value),Period/Period %  Change (Qty),Reporter Code,Partner Code,Product Code,
"1.11","Bahamas, The","1","Soybean Oil","2016-2016","MT","189","137.4","324","240.8","184","117.8","386","282.1","400","281.4","176","133.7","168","131.7","265","152.9","122","85.9","188","136.6","390","257.8","298","189.9","3,088","2,148.2","-24","-26","US","BF","0226AT",
"1.12","United Arab Emirates","1","Soybean Oil","2016-2016","MT","223","222.2","174","170.5","356","362.2","355","296.8","452","349.3","360","292.8","352","285.5","194","157.6","377","314.1","312","246.5","244","197.3","217","170.0","3,615","3,064.7","-11","-14","US","AE","0226AT",
"1.13","Saudi Arabia","1","Soybean Oil","2016-2016","MT","149","119.4","0","0.0","27","24.1","188","144.8","155","118.3","220","177.1","199","168.7","112","93.8","217","181.0","121","99.9","299","249.0","155","117.9","1,841","1,494.0","-48","-53","US","SA","0226AT",
"1.14","Honduras","1","Soybean Oil","2016-2016","MT","51","35.6","33","32.1","19","11.8","40","29.8","22","19.4","293","196.3","49","36.8","3","1.7","47","24.4","26","21.0","58","45.9","145","120.2","785","575.0","150","162","US","HO","0226AT",
"1.15","Japan","1","Soybean Oil","2016-2016","MT","179","117.2","168","116.0","154","91.1","114","73.9","187","110.2","1,447","594.7","226","161.9","1,402","604.6","151","83.0","1,184","573.0","170","82.9","134","72.6","5,517","2,681.3","-21","-12","US","JA","0226AT",
"1.16","Lebanon","1","Soybean Oil","2016-2016","MT","77","72.4","175","156.6","178","168.5","347","272.5","237","215.2","114","101.4","197","175.0","47","40.8","99","95.8","128","111.9","171","146.9","130","113.0","1,900","1,669.9","-24","-23","US","LE","0226AT",
"1.17","Hong Kong","1","Soybean Oil","2016-2016","MT","209","118.5","44","28.9","92","53.5","41","29.0","60","36.5","167","101.2","61","31.2","188","145.0","95","82.1","74","51.6","120","94.3","90","93.1","1,242","864.8","-25","-1","US","HK","0226AT",
"1.18","Kuwait","1","Soybean Oil","2016-2016","MT","72","56.2","95","81.3","110","92.0","223","196.4","144","120.6","84","72.4","99","83.3","20","18.8","53","47.0","53","43.2","22","17.3","83","68.3","1,056","896.7","279","295","US","KU","0226AT",
"1.19","Netherlands","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","62","63.3","0","0.0","38","40.3","82","86.8","182","190.4","115","115","US","NL","0226AT",
"1.20","Jordan","1","Soybean Oil","2016-2016","MT","57","48.3","29","24.1","30","24.1","30","24.1","0","0.0","65","51.7","62","48.3","30","24.1","61","48.3","90","94.8","30","24.1","65","51.9","551","463.8","114","115","US","JO","0226AT",
"1.21","Netherlands Antilles(*)","1","Soybean Oil","2016-2016","MT","44","28.2","48","24.1","39","18.9","63","36.5","79","42.4","58","37.5","65","51.6","146","103.8","165","131.6","86","61.0","91","47.8","64","38.3","948","621.8","-30","-20","US","NT","0226AT",
"1.22","Guatemala","1","Soybean Oil","2016-2016","MT","9,492","12,258.4","62","63.8","7,458","9,813.6","31","38.2","52","47.9","1,486","2,035.4","7,107","9,269.5","2,784","3,947.5","58","57.5","3,836","5,302.5","83","79.4","54","63.2","32,504","42,976.8","-35","-20","US","GT","0226AT",
"1.23","Chile","1","Soybean Oil","2016-2016","MT","33","27.4","44","29.6","20","8.4","30","24.1","0","0.0","61","45.1","30","24.1","30","24.1","45","26.4","3","1.5","31","24.1","50","30.7","377","265.7","59","27","US","CI","0226AT",
"1.24","Guyana","1","Soybean Oil","2016-2016","MT","63","62.2","9","7.2","48","51.7","13","6.7","17","10.4","15","8.8","7","4.8","0","0.0","3","2.0","24","17.7","31","24.6","41","27.2","270","223.2","30","11","US","GY","0226AT",
"1.25","Cayman Islands","1","Soybean Oil","2016-2016","MT","3","0.5","28","20.7","3","2.6","27","20.0","29","20.7","3","0.7","28","22.1","3","2.6","26","20.0","0","0.0","0","0.0","31","20.7","181","130.6","","","US","CJ","0226AT",
"1.26","Philippines","1","Soybean Oil","2016-2016","MT","11","4.9","4","1.6","13","7.2","25","11.5","17","7.9","12","5.6","0","0.0","19","8.6","28","12.9","6","2.8","9","4.0","31","20.7","173","87.9","261","418","US","RP","0226AT",
"1.27","Belize","1","Soybean Oil","2016-2016","MT","105","44.7","0","0.0","0","0.0","16","5.7","19","12.8","52","23.6","5","1.0","63","25.7","30","25.2","66","29.5","31","18.3","30","25.8","415","212.3","-4","41","US","BH","0226AT",
"1.28","El Salvador","1","Soybean Oil","2016-2016","MT","25","10.7","9","4.3","40","16.2","20","10.2","32","13.2","28","11.6","28","12.3","38","16.4","7","2.6","41","17.9","18","7.0","30","11.8","315","134.3","68","68","US","ES","0226AT",
"1.29","Leeward-Windward Islands(*)","1","Soybean Oil","2016-2016","MT","57","42.9","9","5.3","17","15.1","66","43.7","8","7.9","10","4.4","34","21.6","35","28.2","56","47.9","16","10.1","112","88.0","29","16.8","449","331.9","-74","-81","US","Y1","0226AT",
"1.30","Greece","1","Soybean Oil","2016-2016","MT","0","0.0","20","20.8","0","0.0","23","20.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","25","20.0","68","61.5","","","US","GR","0226AT",
"1.31","New Zealand(*)","1","Soybean Oil","2016-2016","MT","20","13.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","22","16.5","42","29.9","","","US","NZ","0226AT",
"1.32","Costa Rica","1","Soybean Oil","2016-2016","MT","12","4.1","3","1.9","5","1.0","40","14.5","5","1.2","3","1.0","10","2.6","0","0.0","0","0.0","6","2.4","5","1.8","21","5.5","112","36.1","305","203","US","CS","0226AT",
"1.33","India","1","Soybean Oil","2016-2016","MT","3","1.5","4","1.9","15","7.8","0","0.0","23","5.0","13","4.5","23","15.1","5","2.2","44","9.6","44","25.0","12","6.9","18","9.9","204","89.3","48","44","US","IN","0226AT",
"1.34","Indonesia","1","Soybean Oil","2016-2016","MT","0","0.0","23","16.8","39","27.4","99","45.8","5","1.9","48","36.0","19","8.4","48","33.5","0","0.0","23","19.1","25","16.8","17","8.4","346","214.0","-32","-50","US","ID","0226AT",
"1.35","Barbados","1","Soybean Oil","2016-2016","MT","3","1.7","19","15.4","23","21.5","0","0.0","6","4.1","0","0.0","8","7.6","0","0.0","14","12.4","0","0.0","0","0.0","16","10.2","90","72.8","","","US","BB","0226AT",
"1.36","Suriname","1","Soybean Oil","2016-2016","MT","243","224.1","198","137.9","99","68.9","16","18.8","0","0.0","0","0.0","19","12.2","15","18.0","17","17.0","0","0.0","0","0.0","14","17.8","622","514.7","","","US","NS","0226AT",
"1.37","Belgium-Luxembourg(*)","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","1.2","3","1.7","13","6.6","21","9.5","406","293","US","BE","0226AT",
"1.38","Bermuda","1","Soybean Oil","2016-2016","MT","9","9.5","16","9.4","21","14.7","20","12.2","3","2.9","12","6.4","15","5.9","9","5.5","0","0.0","10","9.5","9","7.6","6","2.1","131","85.8","-33","-72","US","BD","0226AT",
"1.39","Spain","1","Soybean Oil","2016-2016","MT","0","0.0","11","5.9","5","4.1","7","5.4","4","4.4","3","2.4","0","0.0","6","4.5","7","4.9","0","0.0","0","0.0","6","2.9","48","34.5","","","US","SP","0226AT",
"1.40","Iceland","1","Soybean Oil","2016-2016","MT","12","5.4","0","0.0","3","1.5","18","7.8","24","9.9","0","0.0","0","0.0","14","6.7","0","0.0","0","0.0","15","6.8","5","3.5","91","41.7","-66","-49","US","IC","0226AT",
"1.41","Ecuador","1","Soybean Oil","2016-2016","MT","0","0.0","4","1.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","2.9","0","0.0","6","2.7","0","0.0","3","1.4","18","8.2","","","US","EC","0226AT",
"1.42","Australia(*)","1","Soybean Oil","2016-2016","MT","106","65.5","71","42.1","177","84.5","57","31.2","131","87.3","149","100.2","69","45.6","158","73.0","234","81.6","0","0.0","21","16.5","3","1.2","1,176","628.6","-86","-93","US","AS","0226AT",
"1.43","Russia","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","3","0.8","3","0.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","0.8","9","2.5","","","US","RS","0226AT",
"1.44","Algeria","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,859","14,699.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,859","14,699.5","","","US","AG","0226AT",
"1.45","Bahrain","1","Soybean Oil","2016-2016","MT","0","0.0","3","2.5","0","0.0","0","0.0","0","0.0","29","21.5","0","0.0","0","0.0","0","0.0","47","35.4","0","0.0","0","0.0","80","59.5","","","US","BA","0226AT",
"1.46","Bangladesh","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","418","360.0","124","110.0","0","0.0","0","0.0","0","0.0","0","0.0","542","470.0","","","US","BG","0226AT",
"1.47","Brazil","1","Soybean Oil","2016-2016","MT","50","14.4","0","0.0","0","0.0","0","0.0","0","0.0","50","70.2","0","0.0","0","0.0","4","1.7","0","0.0","0","0.0","0","0.0","105","86.3","","","US","BR","0226AT",
"1.48","Brunei","1","Soybean Oil","2016-2016","MT","0","0.0","12","5.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","12","5.1","0","0.0","0","0.0","23","10.2","","","US","BX","0226AT",
"1.49","Cuba","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,124","7,600.0","0","0.0","0","0.0","6,265","7,600.0","0","0.0","0","0.0","12,389","15,200.0","","","US","CU","0226AT",
"1.50","Denmark","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","4","3.1","0","0.0","0","0.0","8","6.5","0","0.0","0","0.0","0","0.0","0","0.0","12","9.7","","","US","D1","0226AT",
"1.51","Egypt","1","Soybean Oil","2016-2016","MT","0","0.0","12,774","18,499.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","12,774","18,499.2","","","US","EG","0226AT",
"1.52","Ireland","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","5","1.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5","1.1","","","US","EI","0226AT",
"1.53","Equatorial Guinea","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","3","2.5","8","5.4","4","3.3","0","0.0","4","2.7","0","0.0","4","3.1","0","0.0","24","16.9","","","US","EK","0226AT",
"1.54","France(*)","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","4","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","95","61.3","0","0.0","0","0.0","99","62.4","","","US","FR","0226AT",
"1.55","Gambia, The","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","10","9.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10","9.0","","","US","GA","0226AT",
"1.56","Haiti","1","Soybean Oil","2016-2016","MT","209","250.0","0","0.0","0","0.0","1,098","1,265.3","655","774.5","0","0.0","3","2.1","276","240.0","0","0.0","179","150.0","86","72.5","0","0.0","2,506","2,754.4","","","US","HA","0226AT",
"1.57","Iran","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,637","23,054.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,637","23,054.4","","","US","IR","0226AT",
"1.58","Israel(*)","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4","2.7","0","0.0","0","0.0","0","0.0","4","2.7","","","US","IS","0226AT",
"1.59","Italy(*)","1","Soybean Oil","2016-2016","MT","8","6.8","9","7.5","7","6.1","13","11.2","27","23.9","18","14.7","15","10.3","22","16.0","22","13.6","10","6.1","0","0.0","0","0.0","151","116.1","","","US","IT","0226AT",
"1.60","Iraq","1","Soybean Oil","2016-2016","MT","27","20.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","21","17.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","48","37.3","","","US","IZ","0226AT",
"1.61","Morocco","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","13,329","19,004.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","13,329","19,004.6","","","US","MO","0226AT",
"1.62","Oman","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","19","19.1","0","0.0","0","0.0","25","19.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","44","38.1","","","US","MU","0226AT",
"1.63","Malaysia","1","Soybean Oil","2016-2016","MT","0","0.0","81","37.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8","3.3","0","0.0","0","0.0","89","40.3","","","US","MY","0226AT",
"1.64","Niger","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","37","30.0","0","0.0","37","30.0","","","US","NG","0226AT",
"1.65","Nicaragua","1","Soybean Oil","2016-2016","MT","2,509","3,189.2","0","0.0","0","0.0","2,757","3,483.8","6","3.2","39","35.1","1,054","1,377.6","0","0.0","0","0.0","3","1.6","3,788","4,519.2","0","0.0","10,155","12,609.7","","","US","NU","0226AT",
"1.66","Peru","1","Soybean Oil","2016-2016","MT","15,841","20,706.6","0","0.0","9,974","13,038.2","3","0.9","0","0.0","0","0.0","0","0.0","0","0.0","5,973","7,502.7","0","0.0","0","0.0","0","0.0","31,790","41,248.3","","","US","PE","0226AT",
"1.67","Pakistan","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,548","7,252.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,548","7,252.8","","","US","PK","0226AT",
"1.68","Palau","1","Soybean Oil","2016-2016","MT","20","15.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20","15.2","","","US","PS","0226AT",
"1.69","Qatar","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","82","69.7","0","0.0","57","45.6","31","24.1","34","24.8","36","27.3","26","21.4","37","29.7","0","0.0","304","242.7","","","US","QA","0226AT",
"1.70","Marshall Islands","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","3","1.5","0","0.0","0","0.0","0","0.0","4","2.0","0","0.0","0","0.0","0","0.0","4","2.0","0","0.0","11","5.6","","","US","RM","0226AT",
"1.71","South Africa","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","39","9.5","0","0.0","0","0.0","0","0.0","0","0.0","39","9.5","","","US","SF","0226AT",
"1.72","Senegal","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,989","3,906.7","2,852","4,029.0","0","0.0","0","0.0","0","0.0","0","0.0","5,841","7,935.7","","","US","SG","0226AT",
"1.73","Singapore","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","3","0.2","3","1.6","4","2.7","6","4.0","0","0.0","3","2.1","11","6.9","3","1.6","0","0.0","33","19.1","","","US","SN","0226AT",
"1.74","Switzerland(*)","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","4","2.8","0","0.0","0","0.0","10","6.5","0","0.0","0","0.0","9","5.5","0","0.0","0","0.0","23","14.8","","","US","SZ","0226AT",
"1.75","Turks and Caicos Islands","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","3.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","3.0","","","US","TK","0226AT",
"1.76","Turkey","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","23","17.6","0","0.0","0","0.0","23","17.6","","","US","TU","0226AT",
"1.77","Taiwan","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","26","13.5","0","0.0","0","0.0","0","0.0","5","1.9","5","2.0","0","0.0","36","17.4","","","US","TW","0226AT",
"1.78","Uganda","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","106","77.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","106","77.2","","","US","UG","0226AT",
"1.79","United Kingdom","1","Soybean Oil","2016-2016","MT","0","0.0","31","16.3","110","53.5","13","2.9","33","16.3","0","0.0","0","0.0","0","0.0","20","4.4","0","0.0","0","0.0","0","0.0","207","93.5","","","US","UK","0226AT",
"1.80","Uruguay","1","Soybean Oil","2016-2016","MT","4","3.0","3","2.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","1.6","0","0.0","10","7.3","","","US","UY","0226AT",
"1.81","Venezuela","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","7,900","9,999.6","8,155","9,999.9","7,226","9,998.5","0","0.0","24","16.7","49","40.5","17,606","20,031.5","4","3.2","0","0.0","40,963","50,089.8","","","US","VE","0226AT",
"1.82","French West Indies(*)","1","Soybean Oil","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","3.0","0","0.0","3","3.0","","","US","Y2","0226AT",
"","Grand Total","","","","MT","63,197","75,721.1","43,865","52,020.7","84,313","105,743.4","48,253","57,050.6","39,145","47,091.5","58,845","71,905.9","99,702","126,559.1","39,612","45,073.6","87,955","103,377.5","87,199","109,307.7","87,467","107,365.9","90,569","106,780.5","830,122","1,007,997.4","43","41",
"Notes:"
"1. Data Source: U.S. Census Bureau Trade Data"
"2. (*) denotes a country that is a summarization of its component countries."
"3. Users should use cautious interpretation on QUANTITY reports using mixed units of measure. QUANTITY line items will only include statistics on the units of measure that are equal to, or are able to be converted to, the assigned unit of measure of the grouped commodities."
"4. Product Group : FAS &#40;Agricultural&#41;"
