"Data generated on Wednesday, August 5, 2026 at 10:28:39 PM EST"
Area/Partners of Destination,,,,,January 2012 - December 2012
And Commodities Exported,,,,,Quantities/Values in Thousands of Dollars
,,,,,,January,January,February,February,March,March,April,April,May,May,June,June,July,July,August,August,September,September,October,October,November,November,December,December,Total,Total,,,
,Partner,,Product,Year,UOM,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Period/Period %  Change (Value),Period/Period %  Change (Qty),Reporter Code,Partner Code,Product Code,
"1.67","Peru","1","Soybean Oil","2012-2012","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10","3.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10","3.3","","","US","PE","0226AT",
"1.68","Russia","1","Soybean Oil","2012-2012","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","8.4","0","0.0","0","0.0","0","0.0","0","0.0","6","8.4","","","US","RS","0226AT",
"1.69","South Africa","1","Soybean Oil","2012-2012","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","2.4","0","0.0","3","1.0","0","0.0","0","0.0","6","3.4","","","US","SF","0226AT",
"1.70","Saint Helena","1","Soybean Oil","2012-2012","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","28","17.2","0","0.0","28","17.2","","","US","SH","0226AT",
"1.71","Spain","1","Soybean Oil","2012-2012","MT","0","0.0","7","4.8","8","5.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15","10.3","","","US","SP","0226AT",
"1.72","Thailand","1","Soybean Oil","2012-2012","MT","0","0.0","3","0.5","0","0.0","0","0.0","0","0.0","0","0.0","3","0.8","6","1.3","38","12.8","3","0.8","0","0.0","0","0.0","53","16.3","","","US","TH","0226AT",
"1.73","Turks and Caicos Islands","1","Soybean Oil","2012-2012","MT","0","0.0","0","0.0","3","1.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","1.9","","","US","TK","0226AT",
"1.74","Togo","1","Soybean Oil","2012-2012","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","45","22.7","0","0.0","0","0.0","0","0.0","0","0.0","45","22.7","","","US","TO","0226AT",
"1.75","Taiwan","1","Soybean Oil","2012-2012","MT","10","1.7","7","0.8","60","24.3","30","12.2","0","0.0","45","18.2","0","0.0","15","21.1","0","0.0","54","14.7","17","12.9","0","0.0","238","105.9","","","US","TW","0226AT",
"1.76","Uganda","1","Soybean Oil","2012-2012","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","325","217.1","0","0.0","0","0.0","0","0.0","0","0.0","131","149.7","0","0.0","456","366.8","","","US","UG","0226AT",
"1.77","United Kingdom","1","Soybean Oil","2012-2012","MT","13","5.4","28","11.3","0","0.0","4","1.7","26","17.9","29","12.2","4","1.6","0","0.0","0","0.0","29","12.2","0","0.0","0","0.0","133","62.2","","","US","UK","0226AT",
"1.78","Uruguay","1","Soybean Oil","2012-2012","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","19","12.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","19","12.5","","","US","UY","0226AT",
"1.79","Vietnam","1","Soybean Oil","2012-2012","MT","20","10.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20","10.9","","","US","VM","0226AT",
"1.80","Samoa","1","Soybean Oil","2012-2012","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8","7.8","0","0.0","0","0.0","0","0.0","8","7.8","","","US","WS","0226AT",
"","Grand Total","","","","MT","53,501","41,464.2","79,363","64,623.8","40,506","31,664.7","69,743","54,985.9","102,263","87,796.2","69,943","56,162.6","112,486","89,860.9","118,277","93,777.1","42,683","32,483.1","142,842","114,815.4","142,758","124,556.5","184,228","162,682.5","1,158,593","954,873.1","244","292",
"Notes:"
"1. Data Source: U.S. Census Bureau Trade Data"
"2. (*) denotes a country that is a summarization of its component countries."
"3. Users should use cautious interpretation on QUANTITY reports using mixed units of measure. QUANTITY line items will only include statistics on the units of measure that are equal to, or are able to be converted to, the assigned unit of measure of the grouped commodities."
"4. Product Group : FAS &#40;Agricultural&#41;"
