"Data generated on Wednesday, August 5, 2026 at 10:29:17 PM EST"
Area/Partners of Destination,,,,,January 2013 - December 2013
And Commodities Exported,,,,,Quantities/Values in Thousands of Dollars
,,,,,,January,January,February,February,March,March,April,April,May,May,June,June,July,July,August,August,September,September,October,October,November,November,December,December,Total,Total,,,
,Partner,,Product,Year,UOM,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Period/Period %  Change (Value),Period/Period %  Change (Qty),Reporter Code,Partner Code,Product Code,
"1.11","Hong Kong","1","Soybean Oil","2013-2013","MT","10,183","8,999.2","4,480","3,540.1","21","10.3","30","19.1","63","34.1","0","0.0","64","34.5","26","17.1","47","29.0","31","15.1","46","29.0","1,910","2,025.1","16,901","14,752.5","4,097","6,895","US","HK","0226AT",
"1.12","Trinidad and Tobago","1","Soybean Oil","2013-2013","MT","369","244.0","453","304.9","499","329.7","824","533.8","1,396","1,095.3","547","358.0","599","408.8","837","566.6","1,498","1,223.9","1,084","804.0","1,275","980.3","858","845.2","10,238","7,694.5","-33","-14","US","TD","0226AT",
"1.13","Ethiopia(*)","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","570","390.0","570","390.0","","","US","ET","0226AT",
"1.14","Japan","1","Soybean Oil","2013-2013","MT","218","104.3","1,039","707.4","386","180.0","1,509","638.1","366","92.6","1,159","496.3","255","58.5","536","136.4","450","121.1","348","92.6","1,229","520.0","453","121.9","7,949","3,269.2","-63","-77","US","JA","0226AT",
"1.15","Bahamas, The","1","Soybean Oil","2013-2013","MT","450","243.9","252","128.8","468","228.7","357","186.6","319","172.6","452","253.8","344","178.6","465","249.4","298","172.6","351","194.0","331","202.3","349","215.5","4,436","2,426.8","5","7","US","BF","0226AT",
"1.16","United Arab Emirates","1","Soybean Oil","2013-2013","MT","158","160.6","79","77.9","45","30.0","104","68.4","141","91.4","0","0.0","27","37.0","185","120.6","321","195.6","251","176.5","211","174.5","278","197.6","1,799","1,330.1","32","13","US","AE","0226AT",
"1.17","Panama","1","Soybean Oil","2013-2013","MT","317","218.8","2,389","2,085.3","2,648","2,193.2","269","172.3","294","225.6","425","274.5","272","162.0","223","150.4","273","180.3","231","138.3","271","196.4","158","105.5","7,769","6,102.8","-42","-46","US","PM","0226AT",
"1.18","Saudi Arabia","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","30","18.0","50","12.0","36","24.3","0","0.0","36","24.3","0","0.0","82","50.6","0","0.0","0","0.0","99","67.3","334","196.6","","","US","SA","0226AT",
"1.19","Suriname","1","Soybean Oil","2013-2013","MT","105","86.7","118","105.3","231","206.8","39","34.5","77","68.9","77","68.9","3","2.0","276","189.7","77","68.9","0","0.0","102","86.3","76","60.5","1,183","978.6","-25","-30","US","NS","0226AT",
"1.20","Lebanon","1","Soybean Oil","2013-2013","MT","135","131.4","72","64.8","138","132.3","54","34.6","112","122.5","173","182.4","219","198.0","142","156.6","88","63.2","122","107.6","151","170.8","67","52.1","1,473","1,416.3","-56","-70","US","LE","0226AT",
"1.21","Honduras","1","Soybean Oil","2013-2013","MT","15","7.3","98","56.8","50","29.8","15","8.4","45","29.3","14","5.7","135","70.9","47","28.5","49","26.8","50","42.4","24","16.3","66","45.4","608","367.6","182","178","US","HO","0226AT",
"1.22","Peru","1","Soybean Oil","2013-2013","MT","139","96.5","0","0.0","145","96.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","61","48.9","346","241.9","","","US","PE","0226AT",
"1.23","Taiwan","1","Soybean Oil","2013-2013","MT","10","14.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","51","32.7","0","0.0","8","3.0","0","0.0","0","0.0","58","37.2","127","87.1","","","US","TW","0226AT",
"1.24","Leeward-Windward Islands(*)","1","Soybean Oil","2013-2013","MT","54","40.0","26","11.3","39","20.4","20","12.9","64","36.0","64","30.2","21","11.3","66","36.9","27","10.3","43","26.3","59","32.3","52","52.0","536","320.0","-11","61","US","Y1","0226AT",
"1.25","Netherlands Antilles(*)","1","Soybean Oil","2013-2013","MT","59","24.9","65","33.6","119","53.8","92","47.2","97","45.6","53","25.3","59","28.9","81","39.3","90","46.9","59","32.2","28","13.7","49","22.1","849","413.6","73","62","US","NT","0226AT",
"1.26","Jordan","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","53","33.3","11","6.9","22","12.7","41","24.1","0","0.0","0","0.0","48","30.5","37","24.1","212","131.6","-23","-21","US","JO","0226AT",
"1.27","Bermuda","1","Soybean Oil","2013-2013","MT","23","14.6","61","35.9","49","28.5","65","32.0","54","31.7","47","21.6","52","32.4","67","44.3","32","23.2","52","33.1","34","22.9","35","23.2","571","343.4","3","1","US","BD","0226AT",
"1.28","Cayman Islands","1","Soybean Oil","2013-2013","MT","15","6.6","7","4.8","40","24.4","6","2.3","41","25.5","5","1.9","4","1.4","50","32.1","6","2.3","4","1.5","7","2.5","30","21.4","215","126.7","364","769","US","CJ","0226AT",
"1.29","Kuwait","1","Soybean Oil","2013-2013","MT","58","44.3","0","0.0","70","30.0","27","20.2","70","19.1","27","19.1","31","13.8","112","69.1","99","63.3","108","77.3","0","0.0","30","20.0","631","376.1","","","US","KU","0226AT",
"1.30","Vietnam","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","26","18.1","26","18.1","","","US","VM","0226AT",
"1.31","Indonesia","1","Soybean Oil","2013-2013","MT","51","25.1","41","21.0","62","35.8","31","16.8","73","40.8","66","36.2","37","19.3","73","41.6","32","16.8","30","16.8","47","25.1","25","19.1","567","314.4","-46","-24","US","ID","0226AT",
"1.32","Belize","1","Soybean Oil","2013-2013","MT","45","26.9","63","42.7","84","47.2","87","58.5","88","53.8","34","21.6","102","57.8","120","68.5","78","48.1","73","25.3","124","44.1","25","12.7","923","507.2","-80","-71","US","BH","0226AT",
"1.33","Poland","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","5","-","0","0.0","3","0.7","20","4.8","3","0.7","0","0.0","14","1.7","5","0.1","19","4.7","68","12.8","318","4,735","US","PL","0226AT",
"1.34","Iceland","1","Soybean Oil","2013-2013","MT","6","2.1","8","3.6","17","8.3","14","6.7","12","4.2","0","0.0","12","6.2","3","1.7","6","3.4","15","7.6","11","5.2","11","5.2","116","54.1","","0","US","IC","0226AT",
"1.35","Guyana","1","Soybean Oil","2013-2013","MT","41","27.0","11","5.3","58","33.0","27","9.7","52","29.8","39","24.3","34","10.7","16","9.9","0","0.0","12","5.4","28","11.8","10","4.7","329","171.5","-64","-60","US","GY","0226AT",
"1.36","Ireland","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","4","0.6","0","0.0","14","2.8","0","0.0","10","2.2","19","4.6","0","0.0","9","2.2","55","12.3","","","US","EI","0226AT",
"1.37","Singapore","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","3","0.8","6","3.7","6","3.7","0","0.0","5","3.3","5","3.0","6","3.8","9","4.8","40","23.1","57","25","US","SN","0226AT",
"1.38","Belgium-Luxembourg(*)","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","24","0.2","0","0.0","8","0.1","8","0.1","14","0.1","15","6.9","0","0.0","0","0.0","0","0.0","4","1.0","74","8.3","","","US","BE","0226AT",
"1.39","Costa Rica","1","Soybean Oil","2013-2013","MT","4","2.9","0","0.0","8","2.9","10","6.2","6","4.3","10","2.6","10","2.7","10","5.3","0","0.0","0","0.0","3","1.1","4","4.2","65","32.2","38","285","US","CS","0226AT",
"1.40","El Salvador","1","Soybean Oil","2013-2013","MT","16","6.5","1,163","1,003.7","1,096","906.5","12","5.0","10","4.0","18","7.1","68","24.3","20","8.2","37","14.3","44","16.7","1,712","1,857.4","3","2.2","4,201","3,855.7","-100","-100","US","ES","0226AT",
"1.41","Philippines","1","Soybean Oil","2013-2013","MT","13","5.4","18","7.1","15","5.9","22","9.0","30","11.9","20","7.8","3","1.2","15","6.2","25","9.9","7","2.8","36","14.3","3","1.1","208","82.6","-93","-92","US","RP","0226AT",
"1.42","Algeria","1","Soybean Oil","2013-2013","MT","0","0.0","4,070","3,496.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,070","3,496.7","","","US","AG","0226AT",
"1.43","Australia(*)","1","Soybean Oil","2013-2013","MT","0","0.0","90","57.9","44","18.6","0","0.0","0","0.0","0","0.0","0","0.0","5","5.0","0","0.0","36","18.3","0","0.0","0","0.0","176","99.8","","","US","AS","0226AT",
"1.44","Austria","1","Soybean Oil","2013-2013","MT","0","0.0","13","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","13","0.1","","","US","AU","0226AT",
"1.45","Bahrain","1","Soybean Oil","2013-2013","MT","25","20.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","25","20.2","","","US","BA","0226AT",
"1.46","Barbados","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","28","15.0","0","0.0","28","15.0","","","US","BB","0226AT",
"1.47","Bangladesh","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","959","640.0","180","120.0","1,123","790.0","142","100.0","0","0.0","0","0.0","0","0.0","2,403","1,650.0","","","US","BG","0226AT",
"1.48","Bolivia","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17","9.8","0","0.0","0","0.0","17","9.8","","","US","BL","0226AT",
"1.49","Brazil","1","Soybean Oil","2013-2013","MT","3","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","0.6","","","US","BR","0226AT",
"1.50","Brunei","1","Soybean Oil","2013-2013","MT","11","4.0","0","0.0","0","0.0","0","0.0","11","4.0","0","0.0","0","0.0","0","0.0","0","0.0","10","3.9","0","0.0","0","0.0","31","11.9","","","US","BX","0226AT",
"1.51","Congo (Kinshasa)","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","48","30.0","0","0.0","0","0.0","205","145.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","253","175.2","","","US","CG","0226AT",
"1.52","Ecuador","1","Soybean Oil","2013-2013","MT","4","2.2","3","2.1","4","2.2","0","0.0","4","1.7","0","0.0","4","2.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","19","10.5","","","US","EC","0226AT",
"1.53","Egypt","1","Soybean Oil","2013-2013","MT","32,530","29,999.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","1.9","0","0.0","0","0.0","0","0.0","0","0.0","32,535","30,001.6","","","US","EG","0226AT",
"1.54","Micronesia","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","1.4","0","0.0","0","0.0","0","0.0","3","1.4","","","US","FM","0226AT",
"1.55","Germany","1","Soybean Oil","2013-2013","MT","0","0.0","5","1.1","0","0.0","7","5.4","4","-","0","0.0","22,259","19,999.0","21,913","20,000.7","0","0.0","0","0.0","0","0.0","0","0.0","44,189","40,006.3","","","US","GM","0226AT",
"1.56","Haiti","1","Soybean Oil","2013-2013","MT","0","0.0","1,298","1,207.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","29","18.2","1,140","999.7","1,015","1,000.0","776","550.1","0","0.0","4,258","3,775.2","","","US","HA","0226AT",
"1.57","India","1","Soybean Oil","2013-2013","MT","0","0.0","28,313","25,006.2","0","0.0","0","0.0","0","0.0","0","0.0","4","2.0","6","3.0","0","0.0","12","5.9","3","0.4","0","0.0","28,338","25,017.4","","","US","IN","0226AT",
"1.58","Italy(*)","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","3","1.9","0","0.0","0","0.0","12","3.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15","4.9","","","US","IT","0226AT",
"1.59","Korea, South","1","Soybean Oil","2013-2013","MT","12,295","10,999.9","27,954","25,036.9","69","39.9","69","64.9","0","0.0","38","15.2","38","24.3","3","1.0","0","0.0","38","24.3","0","0.0","0","0.0","40,503","36,206.5","","","US","KS","0226AT",
"1.60","Kazakhstan","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","0.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","0.8","","","US","KZ","0226AT",
"1.61","Madagascar","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,050","2,719.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,050","2,719.9","","","US","MA","0226AT",
"1.62","Mali","1","Soybean Oil","2013-2013","MT","0","0.0","1,470","1,030.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1,730","1,030.0","0","0.0","0","0.0","3,200","2,060.2","","","US","ML","0226AT",
"1.63","Morocco","1","Soybean Oil","2013-2013","MT","17,309","14,498.8","4,108","3,499.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","21,417","17,998.8","","","US","MO","0226AT",
"1.64","Malaysia","1","Soybean Oil","2013-2013","MT","0","0.0","16,617","14,995.3","0","0.0","3","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,619","14,996.3","","","US","MY","0226AT",
"1.65","Mozambique","1","Soybean Oil","2013-2013","MT","0","0.0","6","3.6","0","0.0","0","0.0","0","0.0","10,094","9,000.0","0","0.0","0","0.0","4,636","4,870.0","0","0.0","0","0.0","0","0.0","14,735","13,873.6","","","US","MZ","0226AT",
"1.66","Niger","1","Soybean Oil","2013-2013","MT","18","12.8","75","50.0","0","0.0","0","0.0","0","0.0","0","0.0","63","40.0","0","0.0","0","0.0","141","100.0","0","0.0","0","0.0","297","202.8","","","US","NG","0226AT",
"1.67","Netherlands","1","Soybean Oil","2013-2013","MT","16","11.0","5","1.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6","4.1","0","0.0","0","0.0","28","17.1","","","US","NL","0226AT",
"1.68","Norway(*)","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,765","5,000.0","8,051","7,998.5","0","0.0","0","0.0","0","0.0","12,816","12,998.5","","","US","NO","0226AT",
"1.69","New Zealand(*)","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","34","21.4","0","0.0","0","0.0","0","0.0","34","21.4","","","US","NZ","0226AT",
"1.70","Pakistan","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","4","0.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4","0.4","","","US","PK","0226AT",
"1.71","Portugal","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","19","12.4","0","0.0","0","0.0","0","0.0","19","12.4","","","US","PO","0226AT",
"1.72","Qatar","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7","3.8","0","0.0","0","0.0","0","0.0","7","3.8","","","US","QA","0226AT",
"1.73","Russia","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","0.8","0","0.0","3","0.8","","","US","RS","0226AT",
"1.74","Senegal","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,971","4,180.0","0","0.0","3,971","4,180.0","","","US","SG","0226AT",
"1.75","Thailand","1","Soybean Oil","2013-2013","MT","3","0.8","0","0.0","7","1.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10","2.6","","","US","TH","0226AT",
"1.76","Turks and Caicos Islands","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","3","2.0","0","0.0","0","0.0","0","0.0","7","4.8","6","4.3","0","0.0","0","0.0","0","0.0","0","0.0","15","11.1","","","US","TK","0226AT",
"1.77","United Kingdom","1","Soybean Oil","2013-2013","MT","0","0.0","52","27.7","81","5.0","0","0.0","24","9.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","158","42.6","","","US","UK","0226AT",
"1.78","Samoa","1","Soybean Oil","2013-2013","MT","0","0.0","0","0.0","0","0.0","8","3.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8","3.1","","","US","WS","0226AT",
"","Grand Total","","","","MT","133,987","117,456.7","177,799","154,099.5","74,667","62,017.7","74,571","61,638.0","43,542","35,976.1","42,213","34,050.3","38,422","32,072.9","48,385","42,089.0","44,350","39,889.9","37,982","32,365.7","61,820","61,651.0","137,328","145,251.9","915,066","818,558.8","2","24",
"Notes:"
"1. Data Source: U.S. Census Bureau Trade Data"
"2. (*) denotes a country that is a summarization of its component countries."
"3. Users should use cautious interpretation on QUANTITY reports using mixed units of measure. QUANTITY line items will only include statistics on the units of measure that are equal to, or are able to be converted to, the assigned unit of measure of the grouped commodities."
"4. Product Group : FAS &#40;Agricultural&#41;"
