"Data generated on Wednesday, August 5, 2026 at 10:29:52 PM EST"
Area/Partners of Destination,,,,,January 2014 - December 2014
And Commodities Exported,,,,,Quantities/Values in Thousands of Dollars
,,,,,,January,January,February,February,March,March,April,April,May,May,June,June,July,July,August,August,September,September,October,October,November,November,December,December,Total,Total,,,
,Partner,,Product,Year,UOM,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Value,Qty,Period/Period %  Change (Value),Period/Period %  Change (Qty),Reporter Code,Partner Code,Product Code,
"1.44","Burma","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","31","23.0","0","0.0","0","0.0","0","0.0","31","23.0","","","US","BM","0226AT",
"1.45","Belarus","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17","6.0","0","0.0","0","0.0","0","0.0","0","0.0","17","6.0","","","US","BO","0226AT",
"1.46","Brazil","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","3","0.2","0","0.0","0","0.0","4","0.9","0","0.0","0","0.0","0","0.0","0","0.0","7","1.2","","","US","BR","0226AT",
"1.47","Chile","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","3","1.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","68","48.3","34","24.1","32","24.1","0","0.0","137","98.4","","","US","CI","0226AT",
"1.48","Ecuador","1","Soybean Oil","2014-2014","MT","3","1.6","0","0.0","8","4.9","0","0.0","0","0.0","0","0.0","7","3.3","0","0.0","6","2.9","0","0.0","7","3.3","0","0.0","30","15.9","","","US","EC","0226AT",
"1.49","Egypt","1","Soybean Oil","2014-2014","MT","7,999","8,999.7","0","0.0","4","0.9","0","0.0","4","0.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,007","9,001.4","","","US","EG","0226AT",
"1.50","Ireland","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8","1.2","0","0.0","0","0.0","0","0.0","0","0.0","8","1.2","","","US","EI","0226AT",
"1.51","Ethiopia(*)","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","634","450.0","0","0.0","0","0.0","634","450.0","","","US","ET","0226AT",
"1.52","Micronesia","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5","4.8","0","0.0","0","0.0","0","0.0","5","4.8","","","US","FM","0226AT",
"1.53","France(*)","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","29","7.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","29","7.1","","","US","FR","0226AT",
"1.54","Germany","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","25","19.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8","0.6","0","0.0","33","20.2","","","US","GM","0226AT",
"1.55","Greece","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","4","-","3","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7","0.7","","","US","GR","0226AT",
"1.56","Haiti","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","21","16.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8","10.0","0","0.0","379","269.1","0","0.0","408","295.1","","","US","HA","0226AT",
"1.57","Iceland","1","Soybean Oil","2014-2014","MT","30","13.5","6","3.1","0","0.0","11","5.2","7","2.6","27","14.5","0","0.0","3","0.6","0","0.0","17","8.3","0","0.0","0","0.0","101","47.7","","","US","IC","0226AT",
"1.58","Italy(*)","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","9","5.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9","5.8","","","US","IT","0226AT",
"1.59","Iraq","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","23","19.9","0","0.0","23","19.9","","","US","IZ","0226AT",
"1.60","Jordan","1","Soybean Oil","2014-2014","MT","67","43.2","41","27.9","30","19.1","33","24.1","71","48.3","0","0.0","37","24.1","10","7.6","36","24.1","34","24.1","8","5.7","0","0.0","367","248.3","","","US","JO","0226AT",
"1.61","Liberia","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","257","200.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","257","200.0","","","US","LI","0226AT",
"1.62","Morocco","1","Soybean Oil","2014-2014","MT","0","0.0","12,405","15,000.0","0","0.0","0","0.0","0","0.0","0","0.0","12,198","14,701.9","0","0.0","0","0.0","0","0.0","11,346","14,700.3","0","0.0","35,949","44,402.2","","","US","MO","0226AT",
"1.63","Malaysia","1","Soybean Oil","2014-2014","MT","4,780","4,999.6","0","0.0","0","0.0","3","1.3","0","0.0","0","0.0","0","0.0","3","1.2","0","0.0","0","0.0","4","1.5","0","0.0","4,789","5,003.6","","","US","MY","0226AT",
"1.64","Mozambique","1","Soybean Oil","2014-2014","MT","2,899","3,250.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,068","3,250.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,967","6,500.0","","","US","MZ","0226AT",
"1.65","Niger","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","167","129.9","0","0.0","167","129.9","","","US","NG","0226AT",
"1.66","Netherlands","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","57","42.6","0","0.0","86","65.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","143","107.6","","","US","NL","0226AT",
"1.67","New Zealand(*)","1","Soybean Oil","2014-2014","MT","17","10.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16","10.0","0","0.0","33","20.2","","","US","NZ","0226AT",
"1.68","Peru","1","Soybean Oil","2014-2014","MT","17,493","19,199.6","19,641","22,799.1","0","0.0","32","24.4","0","0.0","0","0.0","32","24.7","0","0.0","28","24.7","0","0.0","19,440","22,796.4","0","0.0","56,665","64,869.0","","","US","PE","0226AT",
"1.69","Pakistan","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","0.3","0","0.0","0","0.0","0","0.0","0","0.0","3","0.3","","","US","PK","0226AT",
"1.70","Poland","1","Soybean Oil","2014-2014","MT","3","0.7","0","0.0","0","0.0","0","0.0","8","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11","1.0","","","US","PL","0226AT",
"1.71","Qatar","1","Soybean Oil","2014-2014","MT","0","0.0","4","2.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4","2.5","","","US","QA","0226AT",
"1.72","South Africa","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5","1.0","","","US","SF","0226AT",
"1.73","Senegal","1","Soybean Oil","2014-2014","MT","0","0.0","3,971","4,180.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,971","4,180.0","","","US","SG","0226AT",
"1.74","Spain","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","2.1","0","0.0","0","0.0","0","0.0","3","2.1","","","US","SP","0226AT",
"1.75","Turkey","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","3","-","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3","-","","","US","TU","0226AT",
"1.76","Taiwan","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","91","58.7","78","50.1","18","11.9","0","0.0","0","0.0","45","29.0","0","0.0","0","0.0","232","149.7","","","US","TW","0226AT",
"1.77","United Kingdom","1","Soybean Oil","2014-2014","MT","32","16.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","32","44.6","0","0.0","0","0.0","0","0.0","0","0.0","64","60.9","","","US","UK","0226AT",
"1.78","Ukraine","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","16","19.8","0","0.0","0","0.0","20","19.8","18","19.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","54","59.4","","","US","UP","0226AT",
"1.79","Venezuela","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","2,977","2,991.9","0","0.0","0","0.0","0","0.0","1,732","2,000.0","0","0.0","0","0.0","0","0.0","0","0.0","4,709","4,991.8","","","US","VE","0226AT",
"1.80","Vietnam","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","13","6.1","0","0.0","13","6.1","","","US","VM","0226AT",
"1.81","Samoa","1","Soybean Oil","2014-2014","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5","3.1","0","0.0","5","3.1","","","US","WS","0226AT",
"","Grand Total","","","","MT","114,696","121,180.7","113,174","125,850.7","80,915","88,696.4","41,351","42,020.4","22,403","20,783.7","37,048","36,169.6","81,240","89,820.8","51,184","53,977.4","33,109","34,305.1","63,910","72,195.0","88,307","104,982.9","89,714","107,150.3","817,051","897,133.1","-22","-12",
"Notes:"
"1. Data Source: U.S. Census Bureau Trade Data"
"2. (*) denotes a country that is a summarization of its component countries."
"3. Users should use cautious interpretation on QUANTITY reports using mixed units of measure. QUANTITY line items will only include statistics on the units of measure that are equal to, or are able to be converted to, the assigned unit of measure of the grouped commodities."
"4. Product Group : FAS &#40;Agricultural&#41;"
